lat_deg,lon_deg
33.57403769,73.15482921
33.57402093,73.15484196
33.57400413,73.15485476
33.57398731,73.15486757
33.57397046,73.15488035
33.57395363,73.15489309
33.57393680,73.15490577
33.57391994,73.15491845
33.57390286,73.15493065
33.57388599,73.15494339
33.57386916,73.15495609
33.57385234,73.15496881
33.57383548,73.15498157
33.57381859,73.15499436
33.57380169,73.15500718
33.57378480,73.15502002
33.57376787,73.15503291
33.57375095,73.15504582
33.57373404,73.15505877
33.57371711,73.15507171
33.57370020,73.15508468
33.57368327,73.15509760
33.57366630,73.15511053
33.57364929,73.15512350
33.57363230,73.15513648
33.57361534,73.15514945
33.57359837,73.15516242
33.57358140,73.15517545
33.57356441,73.15518847
33.57354742,73.15520153
33.57353041,73.15521458
33.57351342,73.15522766
33.57349642,73.15524076
33.57347936,73.15525387
33.57346226,73.15526698
33.57344233,73.15527715
33.57342519,73.15529022
33.57340803,73.15530330
33.57339085,73.15531642
33.57337373,73.15532954
33.57335660,73.15534263
33.57333941,73.15535581
33.57332222,73.15536900
33.57330506,73.15538220
33.57328793,73.15539539
33.57327079,73.15540863
33.57325360,73.15542196
33.57323634,73.15543530
33.57321906,73.15544859
33.57320184,73.15546185
33.57318460,73.15547515
33.57316733,73.15548847
33.57315003,73.15550183
33.57313273,73.15551521
33.57311543,73.15552859
33.57309814,73.15554196
33.57308079,73.15555537
33.57306338,73.15556820
33.57304600,73.15558157
33.57302626,73.15558982
33.57300882,73.15560314
33.57299204,73.15561725
33.57297456,73.15563058
33.57295375,73.15564509
33.57293625,73.15565844
33.57291873,73.15567179
33.57290121,73.15568518
33.57288366,73.15569859
33.57286613,73.15571199
33.57284855,73.15572542
33.57283241,73.15573884
33.57281489,73.15575235
33.57279182,73.15576451
33.57277420,73.15577807
33.57275658,73.15579165
33.57273894,73.15580521
33.57272305,73.15581777
33.57270535,73.15583135
33.57268768,73.15584492
33.57267003,73.15585849
33.57265235,73.15587213
33.57263464,73.15588586
33.57261692,73.15589961
33.57259920,73.15591332
33.57258334,73.15592244
33.57256555,73.15593617
33.57254775,73.15594995
33.57252995,73.15596376
33.57251213,73.15597754
33.57249428,73.15599136
33.57247644,73.15600517
33.57245856,73.15601897
33.57244066,73.15603276
33.57242273,73.15604655
33.57240739,73.15606106
33.57238944,73.15607486
33.57237145,73.15608866
33.57235347,73.15610248
33.57233548,73.15611635
33.57231747,73.15613021
33.57229944,73.15614403
33.57228135,73.15615788
33.57226324,73.15617175
33.57224511,73.15618565
33.57222701,73.15619954
33.57220891,73.15621340
33.57219079,73.15622726
33.57217262,73.15624117
33.57215445,73.15625506
33.57213627,73.15626891
33.57211804,73.15628279
33.57209971,73.15629664
33.57208137,73.15631056
33.57206306,73.15632449
33.57204478,73.15633841
33.57202649,73.15635239
33.57200817,73.15636634
33.57198979,73.15638030
33.57197294,73.15638388
33.57195452,73.15639774
33.57193608,73.15641160
33.57191764,73.15642546
33.57189918,73.15643932
33.57188067,73.15645318
33.57186211,73.15646706
33.57184356,73.15648098
33.57182501,73.15649491
33.57180645,73.15650885
33.57178785,73.15652278
33.57176919,73.15653675
33.57175054,73.15655067
33.57173187,73.15656457
33.57171320,73.15657852
33.57169817,73.15658444
33.57167947,73.15659836
33.57166076,73.15661224
33.57164203,73.15662613
33.57162330,73.15664007
33.57160453,73.15665408
33.57158577,73.15666813
33.57155763,73.15667835
33.57153881,73.15669238
33.57151992,73.15670641
33.57150104,73.15672048
33.57148215,73.15673456
33.57146328,73.15674863
33.57144438,73.15676269
33.57142547,73.15677675
33.57140657,73.15679082
33.57138764,73.15680495
33.57136874,73.15681906
33.57134983,73.15683318
33.57133092,73.15684738
33.57131202,73.15686155
33.57129313,73.15687571
33.57127420,73.15688994
33.57125528,73.15690416
33.57123640,73.15691839
33.57121681,73.15693134
33.57119788,73.15694553
33.57117892,73.15695972
33.57115995,73.15697392
33.57114098,73.15698815
33.57112197,73.15700241
33.57110299,73.15701666
33.57108404,73.15703092
33.57106510,73.15704510
33.57104613,73.15705932
33.57102714,73.15707359
33.57100811,73.15708781
33.57098908,73.15710203
33.57097006,73.15711636
33.57095103,73.15713068
33.57093202,73.15714495
33.57091303,73.15715920
33.57089400,73.15717346
33.57087493,73.15718770
33.57085586,73.15720190
33.57083685,73.15721613
33.57082098,73.15723717
33.57080200,73.15725151
33.57078156,73.15726698
33.57076258,73.15728135
33.57074360,73.15729570
33.57072461,73.15730998
33.57070562,73.15732426
33.57068669,73.15733855
33.57066742,73.15735318
33.57064849,73.15736736
33.57062955,73.15738158
33.57060656,73.15739985
33.57058767,73.15741404
33.57056880,73.15742817
33.57054997,73.15744231
33.57053115,73.15745644
33.57051235,73.15747051
33.57049360,73.15748454
33.57047487,73.15749855
33.57045617,73.15751250
33.57043748,73.15752645
33.57041877,73.15754039
33.57040012,73.15755425
33.57038151,73.15756805
33.57036289,73.15758183
33.57034432,73.15759566
33.57032777,73.15760860
33.57030930,73.15762229
33.57029080,73.15763597
33.57027228,73.15764971
33.57025378,73.15766343
33.57023530,73.15767699
33.57021676,73.15769045
33.57019822,73.15770388
33.57017966,73.15771732
33.57016112,73.15773073
33.57014258,73.15774412
33.57012403,73.15775745
33.57010550,73.15777078
33.57008698,73.15778409
33.57006848,73.15779738
33.57005000,73.15781066
33.57003150,73.15782396
33.57001486,73.15783580
33.56999634,73.15784909
33.56997784,73.15786241
33.56995932,73.15787574
33.56994081,73.15788907
33.56992230,73.15790245
33.56990435,73.15791681
