utc,obssec,lat,long,altitude,vel_n(NED),vel_e(NED),vel_d(NED)
2026-02-06 11:26:33.982,473209.900000,33.582590610,73.148566150,434.063,-13.183956,8.225111,-0.212834
2026-02-06 11:26:34.161,473210.000000,33.582578450,73.148573870,434.033,-13.562999,7.718129,-1.961923
2026-02-06 11:26:34.292,473210.200000,33.582552500,73.148585080,433.683,-12.650198,7.944555,1.011658
2026-02-06 11:26:34.471,473210.300000,33.582539850,73.148593610,433.871,-13.131182,7.639649,0.012081
2026-02-06 11:26:34.562,473210.400000,33.582527730,73.148604160,433.887,-12.916480,7.875414,0.249065
2026-02-06 11:26:34.639,473210.500000,33.582514590,73.148612990,433.834,-13.303971,8.123011,1.081730
2026-02-06 11:26:34.714,473210.600000,33.582502950,73.148621970,433.854,-13.325958,8.028970,-0.427127
2026-02-06 11:26:34.892,473210.800000,33.582479070,73.148640100,433.701,-13.407224,7.988423,-0.804690
2026-02-06 11:26:34.984,473210.900000,33.582466940,73.148649210,433.351,-13.119448,8.501912,-0.460541
2026-02-06 11:26:35.129,473211.000000,33.582455160,73.148659150,433.219,-12.757450,7.887303,1.355348
2026-02-06 11:26:35.213,473211.100000,33.582444010,73.148664780,433.221,-13.077089,8.613691,-0.488771
2026-02-06 11:26:35.287,473211.200000,33.582433110,73.148674780,433.176,-13.086808,8.295538,-0.272601
2026-02-06 11:26:35.384,473211.300000,33.582419650,73.148684230,433.387,-13.272337,8.513481,0.458340
2026-02-06 11:26:35.511,473211.400000,33.582407110,73.148693600,433.577,-12.953807,8.167911,1.107928
2026-02-06 11:26:35.606,473211.500000,33.582396210,73.148703460,433.312,-13.483641,8.202535,-1.384167
2026-02-06 11:26:35.684,473211.600000,33.582383470,73.148711250,433.257,-13.066434,7.961474,1.224335
2026-02-06 11:26:35.874,473211.700000,33.582370400,73.148719040,433.567,-13.192815,8.500890,0.050266
2026-02-06 11:26:35.954,473211.800000,33.582358830,73.148728030,433.736,-13.132589,8.369220,0.738602
2026-02-06 11:26:36.036,473211.900000,33.582346620,73.148737930,434.383,-13.178456,8.197764,-0.371485
2026-02-06 11:26:36.113,473212.000000,33.582335150,73.148745490,434.933,-13.340201,8.721345,-1.615184
2026-02-06 11:26:36.193,473212.100000,33.582323200,73.148754190,434.747,-13.418697,8.611560,-0.435769
2026-02-06 11:26:36.319,473212.200000,33.582311260,73.148762370,435.523,-12.524072,8.580070,-0.236584
2026-02-06 11:26:36.385,473212.300000,33.582299400,73.148771850,435.410,-13.247296,7.827375,-1.381301
2026-02-06 11:26:36.562,473212.400000,33.582288050,73.148779440,435.849,-13.021414,8.942502,-0.766562
2026-02-06 11:26:36.627,473212.500000,33.582275790,73.148788850,435.949,-13.362461,7.947674,1.456363
2026-02-06 11:26:36.687,473212.600000,33.582262960,73.148797900,435.980,-12.991129,8.292777,-0.311363
2026-02-06 11:26:36.862,473212.700000,33.582251410,73.148804940,436.323,-13.393047,8.333312,-1.613385
2026-02-06 11:26:36.946,473212.800000,33.582240960,73.148818180,435.587,-12.980416,8.031495,0.017043
2026-02-06 11:26:37.013,473212.900000,33.582230550,73.148826580,435.112,-12.735672,8.066512,-1.612265
2026-02-06 11:26:37.087,473213.000000,33.582217660,73.148833930,434.715,-13.000957,7.463317,0.332526
2026-02-06 11:26:37.228,473213.100000,33.582207570,73.148840860,433.937,-12.448850,7.390712,-0.105007
2026-02-06 11:26:37.291,473213.200000,33.582196070,73.148849990,433.625,-13.712099,8.133104,-1.380873
2026-02-06 11:26:37.371,473213.300000,33.582183920,73.148857770,433.711,-13.076553,8.020816,0.835114
2026-02-06 11:26:37.563,473213.400000,33.582172640,73.148867750,433.657,-12.576448,8.228921,-1.143116
2026-02-06 11:26:37.656,473213.500000,33.582161190,73.148877010,433.609,-12.739377,8.200517,-0.268749
2026-02-06 11:26:37.722,473213.600000,33.582149850,73.148885320,433.732,-12.433314,8.361678,1.033142
2026-02-06 11:26:37.805,473213.700000,33.582139300,73.148895670,433.708,-12.650384,8.642846,-0.950349
2026-02-06 11:26:37.890,473213.800000,33.582127610,73.148904440,433.616,-11.854033,7.794547,0.235595
2026-02-06 11:26:38.008,473213.900000,33.582116190,73.148913060,433.636,-13.082353,8.709708,-0.459192
2026-02-06 11:26:38.135,473214.000000,33.582103740,73.148922180,433.286,-12.467824,7.728844,0.008103
2026-02-06 11:26:38.215,473214.100000,33.582094420,73.148929700,432.512,-13.657912,8.381336,2.979223
2026-02-06 11:26:38.327,473214.200000,33.582081550,73.148939370,433.462,-12.463203,7.645160,-0.566939
2026-02-06 11:26:38.405,473214.300000,33.582072020,73.148942700,433.439,-12.665788,7.885199,2.751752
2026-02-06 11:26:38.565,473214.400000,33.582056940,73.148949340,433.176,-11.518714,8.019151,-2.598338
2026-02-06 11:26:38.652,473214.500000,33.582044230,73.148954680,432.734,-11.967031,7.946472,-0.014286
2026-02-06 11:26:38.740,473214.600000,33.582032930,73.148964840,432.997,-12.422721,7.702210,0.745253
2026-02-06 11:26:38.805,473214.700000,33.582017490,73.148973800,433.791,-12.571002,7.871865,-2.537663
2026-02-06 11:26:38.889,473214.800000,33.582006750,73.148979940,433.726,-12.314239,8.247535,-0.545478
2026-02-06 11:26:38.981,473214.900000,33.581994790,73.148986560,433.646,-13.094579,8.193396,0.750799
2026-02-06 11:26:39.107,473215.000000,33.581984140,73.148995380,432.587,-12.627033,8.321937,1.045234
2026-02-06 11:26:39.186,473215.100000,33.581974840,73.149003060,433.127,-12.828776,8.541859,0.159951
2026-02-06 11:26:39.268,473215.200000,33.582056480,73.149201750,456.509,-11.824664,7.918462,-1.306649
2026-02-06 11:26:39.413,473215.300000,33.581952710,73.149022090,433.191,-11.604056,7.769195,-2.478313
2026-02-06 11:26:39.552,473215.400000,33.581940630,73.149028930,433.471,-11.810100,6.998951,-0.640165
2026-02-06 11:26:39.632,473215.500000,33.581942640,73.149029670,455.870,-12.346523,7.577934,-0.959023
2026-02-06 11:26:39.706,473215.600000,33.581932750,73.149037430,458.305,-11.457362,6.694050,-0.121699
2026-02-06 11:26:39.782,473215.700000,33.581916810,73.149043860,456.960,-11.245406,8.063716,-2.883698
2026-02-06 11:26:39.935,473215.800000,33.581657160,73.149007390,214.913,-12.120810,7.664845,2.202872
2026-02-06 11:26:39.999,473215.900000,33.581895040,73.149058150,458.607,-12.903292,8.369131,-1.434063
2026-02-06 11:26:40.116,473216.000000,33.581883820,73.149066950,458.134,-12.251847,8.143838,0.014487
2026-02-06 11:26:40.181,473216.100000,33.581875640,73.149076760,458.986,-11.711009,7.044608,-1.485481
2026-02-06 11:26:40.332,473216.200000,33.581866480,73.149084470,460.358,-12.452463,8.570021,1.855432
2026-02-06 11:26:40.431,473216.300000,33.581854290,73.149092840,460.416,-12.791142,7.741264,0.250015
2026-02-06 11:26:40.514,473216.400000,33.581839760,73.149097350,458.801,-11.288248,8.399229,-1.707886
2026-02-06 11:26:40.599,473216.500000,33.581829040,73.149106500,458.054,-13.081255,8.166834,1.195636
2026-02-06 11:26:40.696,473216.600000,33.581813120,73.149113170,458.255,-11.535813,7.348054,-0.584858
2026-02-06 11:26:40.839,473216.700000,33.581797320,73.149122870,454.819,-11.966266,7.462343,0.089329
2026-02-06 11:26:40.920,473216.800000,33.581786280,73.149129780,457.454,-12.018680,6.884790,1.187303
2026-02-06 11:26:41.030,473216.900000,33.581778660,73.149136100,459.758,-12.567463,8.074885,1.489661
2026-02-06 11:26:41.096,473217.000000,33.581774420,73.149143560,462.545,-12.203728,7.559428,-0.645924
2026-02-06 11:26:41.174,473217.100000,33.581762130,73.149155080,460.885,-11.809941,7.375582,-0.948812
2026-02-06 11:26:41.347,473217.200000,33.581749710,73.149165900,457.344,-12.153330,7.479169,-0.564151
2026-02-06 11:26:41.445,473217.300000,33.581737960,73.149175430,460.056,-12.156604,7.547792,-0.573808
2026-02-06 11:26:41.493,473217.400000,33.581726370,73.149186280,459.952,-12.141473,7.257973,-0.316278
2026-02-06 11:26:41.647,473217.500000,33.581715650,73.149193090,459.920,-11.538965,7.976419,-2.035794
2026-02-06 11:26:41.732,473217.600000,33.581705370,73.149198740,461.053,-12.250591,8.124257,-0.898219
2026-02-06 11:26:41.826,473217.700000,33.581692550,73.149208060,459.358,-11.837916,7.189215,1.578278
2026-02-06 11:26:41.901,473217.800000,33.581683940,73.149217270,459.701,-11.951723,8.005237,0.642426
2026-02-06 11:26:41.994,473217.900000,33.581677670,73.149225290,461.870,-12.356965,7.391755,-1.323454
2026-02-06 11:26:42.127,473218.000000,33.581678590,73.149247090,454.773,-12.096481,6.468797,0.656155
2026-02-06 11:26:42.211,473218.100000,33.581652620,73.149243270,457.463,-12.409344,8.109145,0.168698
2026-02-06 11:26:42.413,473218.300000,33.581628560,73.149261220,457.153,-12.035149,6.908594,0.870416
2026-02-06 11:26:42.511,473218.400000,33.581618580,73.149269840,457.025,-12.186783,7.552729,-1.112201
2026-02-06 11:26:42.599,473218.500000,33.581610290,73.149278080,456.866,-11.558588,7.447968,0.284876
2026-02-06 11:26:42.701,473218.600000,33.581599200,73.149286230,453.730,-11.454297,7.416757,0.351748
2026-02-06 11:26:42.776,473218.700000,33.581587460,73.149291700,450.793,-12.670923,7.879284,0.980835
2026-02-06 11:26:42.958,473218.800000,33.581340710,73.149257920,210.100,-13.968966,8.067663,-0.250787
2026-02-06 11:26:43.049,473218.900000,33.581562940,73.149309550,447.029,-11.799321,7.393802,0.231176
2026-02-06 11:26:43.145,473219.000000,33.581551340,73.149320040,447.583,-12.418498,7.315451,0.664689
2026-02-06 11:26:43.232,473219.100000,33.581540850,73.149326570,446.395,-12.086755,7.715985,-1.902396
2026-02-06 11:26:43.301,473219.200000,33.581529040,73.149333560,449.003,-12.173443,7.362552,0.675040
2026-02-06 11:26:43.428,473219.300000,33.581516180,73.149339480,449.914,-12.246383,7.875183,-1.056542
2026-02-06 11:26:43.486,473219.400000,33.581503310,73.149347890,446.322,-12.302280,7.375201,0.802741
2026-02-06 11:26:43.629,473219.500000,33.581495720,73.149355790,447.609,-11.985048,7.884676,-1.430591
2026-02-06 11:26:43.711,473219.600000,33.581482180,73.149363680,444.570,-12.089087,7.242370,-0.545819
2026-02-06 11:26:43.793,473219.700000,33.581467380,73.149379360,444.684,-12.548290,8.375408,0.657189
2026-02-06 11:26:43.968,473219.800000,33.581465920,73.149395730,437.721,-11.938888,8.258830,-0.895137
2026-02-06 11:26:44.075,473220.000000,33.581443380,73.149412640,438.557,-11.773410,7.414421,0.173008
2026-02-06 11:26:44.187,473220.100000,33.581433800,73.149420580,439.737,-11.919885,8.011970,-2.129512
2026-02-06 11:26:44.360,473220.200000,33.581423970,73.149426920,438.873,-11.931631,7.528402,1.656293
2026-02-06 11:26:44.455,473220.300000,33.581413050,73.149430780,438.974,-12.231661,7.651796,-2.797268
2026-02-06 11:26:44.568,473220.400000,33.581400760,73.149441830,439.195,-12.018773,7.364785,0.796956
2026-02-06 11:26:44.629,473220.500000,33.581389950,73.149450340,439.569,-11.876255,8.065227,-1.207774
2026-02-06 11:26:44.709,473220.600000,33.581379550,73.149458340,439.138,-11.393927,7.277437,-0.805351
2026-02-06 11:26:44.797,473220.700000,33.581368420,73.149464610,439.167,-11.976175,7.419830,1.776826
2026-02-06 11:26:44.901,473220.800000,33.581355480,73.149459700,451.217,-11.301391,6.886519,-1.392835
2026-02-06 11:26:45.066,473220.900000,33.581346260,73.149481030,440.687,-11.848927,7.283786,-1.411734
2026-02-06 11:26:45.155,473221.000000,33.581335090,73.149489090,441.650,-12.091921,7.005639,0.195590
2026-02-06 11:26:45.218,473221.100000,33.581325050,73.149496570,440.921,-12.024819,6.916325,-1.442169
2026-02-06 11:26:45.282,473221.200000,33.581314760,73.149502120,440.954,-11.554593,7.690028,-0.543989
2026-02-06 11:26:45.456,473221.300000,33.581304100,73.149512020,441.721,-11.555950,7.301466,-1.503123
2026-02-06 11:26:45.536,473221.400000,33.581293630,73.149518550,441.929,-11.734963,7.311951,0.435144
2026-02-06 11:26:45.599,473221.500000,33.581283270,73.149526440,442.307,-11.703415,7.318778,-2.109809
2026-02-06 11:26:45.685,473221.600000,33.581274230,73.149533220,441.780,-11.897994,7.106035,-2.430726
2026-02-06 11:26:45.818,473221.700000,33.581264820,73.149540460,441.056,-12.180036,7.477499,-0.852771
2026-02-06 11:26:45.975,473221.900000,33.581243240,73.149557590,439.982,-11.742926,6.960273,-2.839898
2026-02-06 11:26:46.109,473222.000000,33.581229940,73.149556340,439.574,-12.244786,7.103648,0.238435
2026-02-06 11:26:46.253,473222.100000,33.581221680,73.149573000,440.322,-11.989322,7.795916,-0.801067
2026-02-06 11:26:46.348,473222.200000,33.581211400,73.149581240,440.360,-12.025915,6.877002,-2.391349
2026-02-06 11:26:46.419,473222.300000,33.581201350,73.149586110,440.977,-11.966197,7.559046,-3.559974
2026-02-06 11:26:46.492,473222.400000,33.581192030,73.149593730,440.732,-11.883194,7.126528,1.364327
2026-02-06 11:26:46.620,473222.500000,33.581181110,73.149603100,440.873,-12.077876,7.081060,-0.238033
2026-02-06 11:26:46.684,473222.600000,33.581170680,73.149610790,440.333,-11.978534,7.196614,-0.541915
2026-02-06 11:26:46.860,473222.700000,33.581164200,73.149618970,434.729,-12.351289,6.582853,2.828676
2026-02-06 11:26:46.923,473222.800000,33.581148650,73.149625270,441.544,-11.893353,7.293913,-1.130047
2026-02-06 11:26:46.986,473222.900000,33.581141550,73.149657550,439.776,-11.304531,5.946098,0.477023
2026-02-06 11:26:47.147,473223.000000,33.581125380,73.149643390,442.057,-11.658991,7.150462,0.201721
2026-02-06 11:26:47.259,473223.100000,33.581114520,73.149651990,442.089,-11.782121,7.381597,-0.230323
2026-02-06 11:26:47.354,473223.200000,33.581102770,73.149660880,441.831,-11.938662,7.153820,-1.526313
2026-02-06 11:26:47.421,473223.300000,33.581092050,73.149669660,441.617,-12.068695,7.570835,0.432575
2026-02-06 11:26:47.521,473223.400000,33.581081700,73.149675670,441.457,-12.120631,7.263773,1.672860
2026-02-06 11:26:47.593,473223.500000,33.581070640,73.149686050,441.279,-12.104765,8.291051,-1.155364
2026-02-06 11:26:47.705,473223.600000,33.581059590,73.149692830,441.712,-11.878782,7.789880,-1.630203
2026-02-06 11:26:47.849,473223.700000,33.581048690,73.149700360,441.718,-11.525116,7.160977,1.105517
2026-02-06 11:26:47.922,473223.800000,33.581037270,73.149709370,441.885,-11.856567,6.928195,1.738169
2026-02-06 11:26:48.012,473223.900000,33.581026220,73.149718540,442.297,-11.966828,7.570021,-0.642638
2026-02-06 11:26:48.103,473224.000000,33.581015390,73.149727500,442.522,-12.081928,7.266375,-3.120528
2026-02-06 11:26:48.223,473224.100000,33.581004180,73.149735230,442.429,-11.745453,7.571090,-1.811305
2026-02-06 11:26:48.294,473224.200000,33.580993590,73.149742380,442.325,-11.561691,6.929744,0.113198
2026-02-06 11:26:48.468,473224.300000,33.580980980,73.149752980,442.577,-11.765889,7.202547,2.250484
2026-02-06 11:26:48.548,473224.400000,33.580970390,73.149761400,442.917,-11.960457,6.859477,-0.303245
2026-02-06 11:26:48.631,473224.500000,33.580959080,73.149772030,444.029,-11.658703,7.168850,-0.347786
2026-02-06 11:26:48.710,473224.600000,33.580948730,73.149778290,443.103,-11.827555,7.515319,-1.655751
2026-02-06 11:26:48.785,473224.700000,33.580938680,73.149783840,442.846,-11.725967,7.548055,-1.308674
2026-02-06 11:26:48.930,473224.800000,33.580928730,73.149791870,441.971,-11.698808,7.433818,0.473597
2026-02-06 11:26:48.993,473224.900000,33.580920570,73.149794410,439.985,-11.628316,7.355203,1.054916
2026-02-06 11:26:49.152,473225.000000,33.580907110,73.149805610,440.751,-11.691103,7.521055,0.497920
2026-02-06 11:26:49.247,473225.100000,33.580895910,73.149814700,440.934,-11.689811,7.326959,-0.801418
2026-02-06 11:26:49.342,473225.200000,33.580885490,73.149821770,440.922,-11.712637,8.476371,-0.977450
2026-02-06 11:26:49.394,473225.300000,33.580874640,73.149831820,441.210,-11.636989,7.479871,1.264362
2026-02-06 11:26:49.533,473225.400000,33.580871360,73.149877730,427.762,-11.630599,7.541577,0.856973
2026-02-06 11:26:49.602,473225.500000,33.580855030,73.149845140,441.362,-11.875811,7.265596,-1.265679
2026-02-06 11:26:49.693,473225.600000,33.580845570,73.149853060,441.396,-11.603142,7.251793,2.075170
2026-02-06 11:26:49.774,473225.700000,33.580834450,73.149862600,441.454,-11.705869,7.935961,-1.270512
2026-02-06 11:26:49.903,473225.800000,33.580822830,73.149873190,442.147,-11.659242,7.227407,-1.790965
2026-02-06 11:26:49.978,473225.900000,33.580811690,73.149878920,442.199,-11.929943,7.591127,-0.926020
2026-02-06 11:26:50.168,473226.000000,33.580800750,73.149884810,442.188,-11.747284,7.127536,-2.578119
2026-02-06 11:26:50.263,473226.100000,33.580789950,73.149893530,442.807,-11.678767,7.416456,0.970821
2026-02-06 11:26:50.328,473226.200000,33.580779760,73.149904200,442.777,-11.756981,6.981521,-0.158882
2026-02-06 11:26:50.390,473226.300000,33.580768760,73.149915080,442.802,-11.838006,7.730895,-0.945861
2026-02-06 11:26:50.662,473226.500000,33.580747120,73.149932540,442.638,-11.803014,7.888201,-1.634207
2026-02-06 11:26:50.742,473226.600000,33.580735980,73.149945620,442.442,-11.576539,7.329605,1.100455
2026-02-06 11:26:50.828,473226.700000,33.580726620,73.149952540,441.963,-11.668671,7.303691,1.262582
2026-02-06 11:26:50.887,473226.800000,33.580715310,73.149958960,442.423,-11.736660,7.644828,-1.008371
2026-02-06 11:26:51.060,473226.900000,33.580705160,73.149968940,442.096,-11.660048,7.631232,-0.120112
2026-02-06 11:26:51.144,473227.000000,33.580694180,73.149978440,442.432,-11.685339,7.592862,-0.869969
2026-02-06 11:26:51.251,473227.100000,33.580682500,73.149989470,442.689,-11.825318,7.422685,-1.681564
2026-02-06 11:26:51.315,473227.200000,33.580673300,73.149995130,442.276,-11.572750,7.404602,-0.501668
2026-02-06 11:26:51.395,473227.300000,33.580663610,73.150000760,441.794,-11.727997,7.403022,-0.415139
2026-02-06 11:26:51.538,473227.400000,33.580653340,73.150006210,441.583,-11.577732,7.656196,-0.169930
2026-02-06 11:26:51.638,473227.500000,33.580642340,73.150016050,442.004,-11.659323,7.525607,1.116624
2026-02-06 11:26:51.699,473227.600000,33.580629480,73.150024730,442.872,-11.843608,7.503423,0.072336
2026-02-06 11:26:51.801,473227.700000,33.580620010,73.150034990,442.788,-11.599144,7.467740,-0.466547
2026-02-06 11:26:51.888,473227.800000,33.580611230,73.150042170,442.378,-11.653103,7.639100,1.300512
2026-02-06 11:26:52.006,473227.900000,33.580601680,73.150048580,441.585,-11.697327,7.418492,0.650027
2026-02-06 11:26:52.163,473228.000000,33.580589970,73.150056640,442.525,-11.586317,7.532290,2.593137
2026-02-06 11:26:52.258,473228.100000,33.580579300,73.150061390,442.774,-11.905469,7.466927,0.917833
2026-02-06 11:26:52.292,473228.200000,33.580568960,73.150067060,442.764,-11.979252,7.330588,-0.957629
2026-02-06 11:26:52.431,473228.300000,33.580559140,73.150074710,441.957,-11.840745,7.344556,-3.008877
2026-02-06 11:26:52.511,473228.400000,33.580548320,73.150085060,442.379,-11.643940,7.172544,0.149162
2026-02-06 11:26:52.658,473228.500000,33.580537690,73.150094370,442.204,-11.957558,7.226005,-2.926129
2026-02-06 11:26:52.736,473228.600000,33.580529280,73.150100750,441.228,-11.753862,7.321468,1.169293
2026-02-06 11:26:52.814,473228.700000,33.580519850,73.150108310,440.538,-11.774231,7.648727,1.335477
2026-02-06 11:26:52.908,473228.800000,33.580508650,73.150118380,441.107,-11.768727,7.512258,1.837609
2026-02-06 11:26:53.066,473228.900000,33.580499290,73.150122160,440.026,-11.771700,7.518175,0.530180
2026-02-06 11:26:53.162,473229.000000,33.580489720,73.150128420,439.710,-11.745902,7.509060,-1.989800
2026-02-06 11:26:53.242,473229.100000,33.580478500,73.150135680,439.827,-11.729612,7.440662,-0.089628
2026-02-06 11:26:53.321,473229.200000,33.580466060,73.150147300,440.725,-12.019879,7.351213,-1.822397
2026-02-06 11:26:53.404,473229.300000,33.580454060,73.150157180,441.735,-11.927108,7.450316,-0.976209
2026-02-06 11:26:53.484,473229.400000,33.580444340,73.150164220,441.203,-11.919050,7.600690,-0.931301
2026-02-06 11:26:53.577,473229.500000,33.580433480,73.150171620,441.221,-12.126261,7.316520,-1.073983
2026-02-06 11:26:53.722,473229.600000,33.580421200,73.150179900,442.056,-12.198305,7.037765,0.558759
2026-02-06 11:26:53.792,473229.700000,33.580410240,73.150190840,442.078,-12.072081,7.109261,-1.288840
2026-02-06 11:26:53.934,473229.800000,33.580397910,73.150200480,442.193,-11.845078,7.257072,1.839652
2026-02-06 11:26:54.007,473229.900000,33.580386610,73.150205840,442.029,-12.154593,7.191502,-2.793540
2026-02-06 11:26:54.087,473230.000000,33.580375220,73.150212760,442.391,-11.921673,7.387156,-1.264061
2026-02-06 11:26:54.214,473230.100000,33.580365620,73.150217350,441.774,-12.100110,7.531821,-0.639793
2026-02-06 11:26:54.327,473230.200000,33.580354010,73.150225720,442.309,-11.997466,7.153700,0.826060
2026-02-06 11:26:54.404,473230.300000,33.580341500,73.150234940,443.482,-11.999218,7.430688,-0.582003
2026-02-06 11:26:54.492,473230.400000,33.580328180,73.150246190,442.815,-11.984275,7.280240,-0.417723
2026-02-06 11:26:54.615,473230.500000,33.580321060,73.150251510,442.267,-12.007017,7.189596,0.632861
2026-02-06 11:26:54.693,473230.600000,33.580309550,73.150260980,442.286,-12.074102,7.334319,0.083737
2026-02-06 11:26:54.885,473230.700000,33.580298380,73.150269890,442.483,-11.978471,7.474096,-0.523435
2026-02-06 11:26:54.964,473230.800000,33.580286030,73.150280460,443.027,-11.948677,7.599092,0.194392
2026-02-06 11:26:55.040,473230.900000,33.580274700,73.150290050,443.560,-11.967218,7.125597,1.529662
2026-02-06 11:26:55.104,473231.000000,33.580262030,73.150298730,444.878,-12.132920,7.490790,-0.159281
2026-02-06 11:26:55.202,473231.100000,33.580251480,73.150305800,444.697,-12.064352,7.276980,-0.257214
2026-02-06 11:26:55.327,473231.200000,33.580241440,73.150312440,444.968,-11.875887,7.379531,0.634218
2026-02-06 11:26:55.390,473231.300000,33.580230080,73.150320470,445.119,-11.992347,7.606637,-0.142166
2026-02-06 11:26:55.510,473231.400000,33.580219610,73.150331110,444.985,-12.190725,7.443770,-0.583895
2026-02-06 11:26:55.597,473231.500000,33.580208590,73.150340200,444.891,-11.905418,7.452302,0.006386
2026-02-06 11:26:55.759,473231.600000,33.580196810,73.150347170,444.815,-12.043872,7.536023,-0.242312
2026-02-06 11:26:55.880,473231.700000,33.580185980,73.150354030,444.839,-12.133132,7.616048,-0.055339
2026-02-06 11:26:55.920,473231.800000,33.580174760,73.150362020,445.175,-12.125710,7.504069,0.373588
2026-02-06 11:26:56.055,473231.900000,33.580163750,73.150370440,444.700,-11.992758,7.660600,0.047478
2026-02-06 11:26:56.139,473232.000000,33.580153540,73.150377350,444.564,-12.209394,7.470080,-1.092837
2026-02-06 11:26:56.216,473232.100000,33.580143430,73.150384390,444.153,-12.177834,7.534651,-0.240771
2026-02-06 11:26:56.285,473232.200000,33.580135160,73.150389240,443.236,-12.027843,7.288735,-0.157743
2026-02-06 11:26:56.423,473232.300000,33.580129840,73.150393430,439.217,-12.003534,7.533393,0.326369
2026-02-06 11:26:56.472,473232.400000,33.580118160,73.150402000,439.505,-12.232737,7.563662,-0.767195
2026-02-06 11:26:56.662,473232.500000,33.580078380,73.150401990,416.666,-12.231405,7.668978,0.471112
2026-02-06 11:26:56.778,473232.600000,33.580094730,73.150419430,440.047,-12.156043,7.818639,-0.677040
2026-02-06 11:26:56.876,473232.700000,33.580083810,73.150426550,440.138,-12.231319,7.518300,0.480002
2026-02-06 11:26:56.979,473232.800000,33.580072600,73.150434430,440.314,-12.345507,7.389684,0.011661
2026-02-06 11:26:57.045,473232.900000,33.580061410,73.150442010,440.043,-12.241557,7.641357,-0.405076
2026-02-06 11:26:57.171,473233.000000,33.580050350,73.150450410,440.186,-12.561456,7.460764,0.046522
2026-02-06 11:26:57.241,473233.100000,33.580039030,73.150457090,440.156,-12.336151,7.636923,-0.413433
2026-02-06 11:26:57.314,473233.200000,33.580022520,73.150452210,440.510,-12.307509,7.598770,-0.116260
2026-02-06 11:26:57.412,473233.300000,33.580015500,73.150474690,439.926,-12.316300,7.585624,-0.376081
2026-02-06 11:26:57.487,473233.400000,33.580004190,73.150482510,440.466,-12.354280,7.553787,-0.130361
2026-02-06 11:26:57.601,473233.500000,33.579992490,73.150490670,440.600,-12.422024,7.715152,-0.221539
2026-02-06 11:26:57.696,473233.600000,33.579981630,73.150497610,440.791,-12.461264,7.550178,0.330863
2026-02-06 11:26:57.868,473233.700000,33.579970710,73.150505260,440.477,-12.382545,7.636362,-1.165068
2026-02-06 11:26:57.995,473233.800000,33.579960140,73.150512330,440.421,-12.461672,7.635213,0.357850
2026-02-06 11:26:58.052,473233.900000,33.579949310,73.150521650,440.464,-12.400138,7.525268,-0.106140
2026-02-06 11:26:58.154,473234.000000,33.579937800,73.150529930,440.270,-12.540318,7.631491,-0.172098
2026-02-06 11:26:58.255,473234.100000,33.579927210,73.150539170,440.790,-12.331170,7.648215,-0.348826
2026-02-06 11:26:58.338,473234.200000,33.579917040,73.150546840,440.466,-12.304069,7.665097,-0.071816
2026-02-06 11:26:58.410,473234.300000,33.579905220,73.150555610,440.990,-12.451430,7.524997,0.059234
2026-02-06 11:26:58.495,473234.400000,33.579894280,73.150565650,440.582,-12.442494,7.527859,0.312753
2026-02-06 11:26:58.682,473234.600000,33.579871340,73.150584130,440.594,-12.359025,7.671895,-0.893660
2026-02-06 11:26:58.900,473234.800000,33.579849720,73.150601610,440.579,-12.196184,7.509195,-0.312933
2026-02-06 11:26:59.000,473234.900000,33.579838830,73.150610510,440.756,-12.322200,7.944181,-0.376152
2026-02-06 11:26:59.108,473235.000000,33.579827470,73.150618630,440.915,-12.257171,7.698652,0.234251
2026-02-06 11:26:59.276,473235.100000,33.579814380,73.150628630,441.696,-12.266333,7.502864,-0.238446
2026-02-06 11:26:59.347,473235.200000,33.579805970,73.150635600,441.029,-12.161139,7.353472,-0.463413
2026-02-06 11:26:59.432,473235.300000,33.579795060,73.150643520,440.835,-12.125698,7.651084,-0.783010
2026-02-06 11:26:59.504,473235.400000,33.579784490,73.150651280,440.977,-11.866833,7.589965,0.212410
2026-02-06 11:26:59.592,473235.500000,33.579773370,73.150659240,441.135,-11.979727,7.698286,0.075805
2026-02-06 11:26:59.725,473235.600000,33.579762470,73.150666310,441.418,-11.970773,7.563285,-0.063196
2026-02-06 11:26:59.877,473235.700000,33.579750030,73.150670530,440.734,-11.983324,7.640806,-0.641627
2026-02-06 11:26:59.964,473235.800000,33.579740450,73.150682220,441.232,-11.914670,7.592428,-0.333795
2026-02-06 11:27:0.004,473235.900000,33.579729320,73.150691200,441.112,-11.826975,7.660897,-0.404503
2026-02-06 11:27:0.147,473236.000000,33.579718510,73.150700230,440.910,-11.764303,7.513809,0.629693
2026-02-06 11:27:0.218,473236.100000,33.579706940,73.150704650,442.332,-11.906237,7.561999,0.092298
2026-02-06 11:27:0.320,473236.200000,33.579698880,73.150713980,440.817,-11.899184,7.705295,-0.483936
2026-02-06 11:27:0.396,473236.300000,33.579688250,73.150721800,440.635,-11.855755,7.782056,-0.202294
2026-02-06 11:27:0.510,473236.400000,33.579676970,73.150730380,440.412,-11.756649,7.533726,-0.617891
2026-02-06 11:27:0.571,473236.500000,33.579666280,73.150738290,440.012,-11.626106,7.758290,0.097759
2026-02-06 11:27:0.726,473236.600000,33.579655770,73.150747490,439.939,-11.704941,7.998391,-0.505249
