utc,obssec,lat,long,altitude,vel_n(NED),vel_e(NED),vel_d(NED)
2026-02-06 11:32:25.798,473561.700000,33.544621930,73.176914650,412.772,-11.274094,7.038082,0.279818
2026-02-06 11:32:25.935,473561.800000,33.544614700,73.176924170,412.896,-11.238604,7.159905,-0.271756
2026-02-06 11:32:26.061,473561.900000,33.544601980,73.176929260,412.565,-11.342325,7.172896,-0.166463
2026-02-06 11:32:26.167,473562.000000,33.544590990,73.176936530,412.827,-11.223808,7.192955,0.080822
2026-02-06 11:32:26.295,473562.200000,33.544571100,73.176951830,412.695,-11.286206,7.088613,0.036278
2026-02-06 11:32:26.427,473562.300000,33.544561130,73.176959420,412.849,-11.385695,7.160114,-0.135719
2026-02-06 11:32:26.559,473562.400000,33.544550530,73.176966540,412.721,-11.431834,7.161285,-0.325921
2026-02-06 11:32:26.688,473562.600000,33.544529980,73.176981430,412.675,-11.322643,7.226583,-0.313373
2026-02-06 11:32:26.797,473562.700000,33.544520110,73.176988810,412.702,-11.259866,7.144245,0.132412
2026-02-06 11:32:26.947,473562.800000,33.544509970,73.176996580,412.411,-11.270075,7.208139,0.027103
2026-02-06 11:32:27.080,473563.000000,33.544489950,73.177010560,412.518,-11.407027,7.087861,0.122060
2026-02-06 11:32:27.220,473563.100000,33.544479890,73.177017770,412.645,-11.391985,7.247995,-0.374061
2026-02-06 11:32:27.362,473563.200000,33.544469020,73.177025840,412.672,-11.580502,7.076769,-0.120082
2026-02-06 11:32:27.480,473563.400000,33.544448430,73.177040900,412.214,-11.354473,7.197180,-0.511758
2026-02-06 11:32:27.594,473563.500000,33.544438180,73.177048620,412.324,-11.656434,7.209583,-0.130813
2026-02-06 11:32:27.728,473563.600000,33.544426870,73.177059370,413.001,-11.605244,7.056661,0.038344
2026-02-06 11:32:27.787,473563.700000,33.544419790,73.177064090,412.910,-11.553857,7.091312,0.010053
2026-02-06 11:32:27.882,473563.800000,33.544406920,73.177074100,412.829,-11.596554,7.145855,0.021485
2026-02-06 11:32:27.996,473563.900000,33.544389610,73.177082610,410.271,-11.542649,7.060073,-0.014956
2026-02-06 11:32:28.144,473564.000000,33.544386590,73.177090470,412.565,-11.716075,7.143569,-0.046639
2026-02-06 11:32:28.288,473564.200000,33.544365020,73.177107070,413.270,-11.597361,7.158056,-0.422906
2026-02-06 11:32:28.412,473564.300000,33.544354010,73.177112750,412.824,-11.616655,7.165008,-0.232862
2026-02-06 11:32:28.550,473564.400000,33.544343270,73.177120780,412.505,-11.589997,7.282508,-0.038144
2026-02-06 11:32:28.686,473564.600000,33.544322530,73.177136040,412.701,-11.547775,7.266967,-0.395245
2026-02-06 11:32:28.828,473564.700000,33.544312210,73.177142200,412.781,-11.679533,7.272428,-0.231568
2026-02-06 11:32:28.947,473564.800000,33.544302340,73.177150240,412.890,-11.639967,7.265134,-0.152573
2026-02-06 11:32:29.078,473564.900000,33.544290330,73.177162560,409.904,-11.567239,7.166332,0.062883
2026-02-06 11:32:29.195,473565.100000,33.544271040,73.177174940,412.510,-11.738234,7.267507,0.069675
2026-02-06 11:32:29.332,473565.200000,33.544259150,73.177182140,412.631,-11.686582,7.358583,-0.003092
2026-02-06 11:32:29.474,473565.300000,33.544249070,73.177190310,412.755,-11.622053,7.349549,-0.232253
2026-02-06 11:32:29.599,473565.500000,33.544228140,73.177206140,412.810,-11.764453,7.259933,-0.116641
2026-02-06 11:32:29.714,473565.600000,33.544217300,73.177213480,412.706,-11.752990,7.231121,-0.099785
2026-02-06 11:32:29.858,473565.700000,33.544208460,73.177222310,412.991,-11.720575,7.308302,-0.076692
2026-02-06 11:32:29.981,473565.900000,33.544186640,73.177237350,412.597,-11.780699,7.333985,0.142145
2026-02-06 11:32:30.123,473566.000000,33.544176700,73.177245280,412.675,-11.825200,7.170257,0.273950
2026-02-06 11:32:30.243,473566.100000,33.544165290,73.177253220,412.627,-11.756783,7.382985,-0.228186
2026-02-06 11:32:30.375,473566.200000,33.544152510,73.177262280,413.398,-11.822014,7.300909,-0.264772
2026-02-06 11:32:30.505,473566.400000,33.544133140,73.177277560,413.079,-11.886025,7.390056,-0.145888
2026-02-06 11:32:30.624,473566.500000,33.544120510,73.177283880,412.891,-11.715045,7.439423,-0.339930
2026-02-06 11:32:30.756,473566.600000,33.544104740,73.177290320,411.262,-11.850380,7.247523,-0.286991
2026-02-06 11:32:30.883,473566.800000,33.544088670,73.177309860,412.598,-11.969784,7.459448,-0.152414
2026-02-06 11:32:31.014,473566.900000,33.544079320,73.177317800,413.038,-11.812997,7.465547,-0.305505
2026-02-06 11:32:31.169,473567.000000,33.544068650,73.177326020,413.027,-11.813677,7.363241,-0.203026
2026-02-06 11:32:31.296,473567.200000,33.544046330,73.177341280,412.918,-11.831593,7.258677,0.123370
2026-02-06 11:32:31.398,473567.300000,33.544036630,73.177348740,413.109,-11.876344,7.469966,0.164169
2026-02-06 11:32:31.510,473567.400000,33.544025950,73.177356650,413.239,-11.912678,7.436931,-0.151845
2026-02-06 11:32:31.619,473567.500000,33.544015240,73.177364580,413.384,-11.986551,7.500769,-0.029132
2026-02-06 11:32:31.689,473567.600000,33.544004430,73.177372730,413.249,-12.033651,7.481730,-0.315462
2026-02-06 11:32:31.807,473567.700000,33.543993550,73.177380870,413.245,-12.093681,7.360678,-0.046548
2026-02-06 11:32:31.955,473567.800000,33.543982380,73.177387860,410.740,-11.704812,7.459446,-0.132744
2026-02-06 11:32:32.079,473568.000000,33.543961860,73.177404630,412.978,-11.877591,7.418622,-0.272644
2026-02-06 11:32:32.210,473568.100000,33.543951150,73.177413440,413.206,-12.047362,7.434255,-0.173348
2026-02-06 11:32:32.336,473568.200000,33.543939240,73.177420430,412.777,-12.113366,7.584340,0.060202
2026-02-06 11:32:32.479,473568.400000,33.543917240,73.177437480,413.076,-12.149440,7.377387,-0.139455
2026-02-06 11:32:32.599,473568.500000,33.543906420,73.177445240,412.999,-12.081973,7.559740,0.177833
2026-02-06 11:32:32.715,473568.600000,33.543896310,73.177453780,412.979,-12.034207,7.469012,-0.007021
2026-02-06 11:32:32.845,473568.700000,33.543885000,73.177460160,412.813,-12.044716,7.429766,0.007281
2026-02-06 11:32:33.002,473568.900000,33.543862810,73.177478310,412.752,-12.103481,7.595007,-0.521199
2026-02-06 11:32:33.133,473569.000000,33.543852540,73.177486240,412.768,-12.153848,7.418337,0.145823
2026-02-06 11:32:33.278,473569.100000,33.543841530,73.177494340,412.765,-12.121529,7.573336,-0.153427
2026-02-06 11:32:33.400,473569.300000,33.543818620,73.177511940,412.783,-11.978435,7.597475,0.001446
2026-02-06 11:32:33.530,473569.400000,33.543807470,73.177522330,413.819,-12.027028,7.617529,-0.129297
2026-02-06 11:32:33.673,473569.500000,33.543795960,73.177527470,412.914,-12.124482,7.517661,0.048657
2026-02-06 11:32:33.804,473569.700000,33.543774450,73.177543540,413.091,-12.120367,7.651012,-0.492584
2026-02-06 11:32:33.946,473569.800000,33.543765400,73.177553440,413.271,-12.009790,7.662876,-0.228248
2026-02-06 11:32:34.087,473570.000000,33.543744650,73.177569880,412.807,-12.250524,7.659451,0.003532
2026-02-06 11:32:34.211,473570.100000,33.543732300,73.177576250,412.918,-12.104582,7.603108,-0.037485
2026-02-06 11:32:34.337,473570.200000,33.543722030,73.177584310,413.099,-12.300585,7.625079,0.224370
2026-02-06 11:32:34.400,473570.300000,33.543711400,73.177592660,413.108,-12.095018,7.583245,-0.287986
2026-02-06 11:32:34.487,473570.400000,33.543701470,73.177600220,413.115,-12.169521,7.569173,-0.175115
2026-02-06 11:32:34.637,473570.500000,33.543691280,73.177607800,413.164,-12.073561,7.650708,-0.111034
2026-02-06 11:32:34.765,473570.600000,33.543678840,73.177616480,413.147,-12.069757,7.669770,0.051121
2026-02-06 11:32:34.835,473570.700000,33.543667560,73.177624650,413.234,-12.159457,7.588712,-0.020914
2026-02-06 11:32:34.900,473570.800000,33.543656460,73.177633320,413.238,-12.210642,7.737404,-0.191657
2026-02-06 11:32:35.004,473570.900000,33.543645000,73.177640680,413.077,-12.219093,7.726612,-0.031326
2026-02-06 11:32:35.142,473571.000000,33.543633210,73.177649270,413.208,-11.987464,7.697991,-0.375387
2026-02-06 11:32:35.273,473571.100000,33.543622760,73.177656240,412.913,-12.036919,7.741089,0.029640
2026-02-06 11:32:35.397,473571.300000,33.543601750,73.177673930,413.290,-12.178156,7.702550,0.120734
2026-02-06 11:32:35.532,473571.400000,33.543590020,73.177682860,413.228,-12.344979,7.876389,-0.013137
2026-02-06 11:32:35.672,473571.600000,33.543567410,73.177699500,413.341,-12.244371,7.599770,-0.230611
2026-02-06 11:32:35.805,473571.700000,33.543556400,73.177709670,413.963,-12.318499,7.711782,-0.181880
2026-02-06 11:32:35.932,473571.800000,33.543545500,73.177716160,413.536,-12.429095,7.718445,-0.110001
2026-02-06 11:32:36.055,473571.900000,33.543535540,73.177725580,413.296,-12.274277,7.706583,-0.106785
2026-02-06 11:32:36.171,473572.000000,33.543522190,73.177733870,414.015,-12.242306,7.618821,-0.288935
2026-02-06 11:32:36.311,473572.200000,33.543501290,73.177748700,413.437,-12.376830,7.737047,-0.011465
2026-02-06 11:32:36.433,473572.300000,33.543489480,73.177756770,413.881,-12.400728,7.568227,-0.390715
2026-02-06 11:32:36.580,473572.400000,33.543478670,73.177764920,413.266,-12.285167,7.641686,0.201537
2026-02-06 11:32:36.699,473572.600000,33.543455840,73.177780590,413.359,-12.410447,7.827400,-0.575114
2026-02-06 11:32:36.833,473572.700000,33.543444730,73.177788870,413.353,-12.571704,7.916895,-0.324425
2026-02-06 11:32:36.953,473572.800000,33.543434060,73.177796660,413.396,-12.513970,7.693023,-0.007925
2026-02-06 11:32:37.017,473572.900000,33.543423770,73.177804870,413.344,-12.316955,7.771568,0.143885
2026-02-06 11:32:37.094,473573.000000,33.543412250,73.177813920,413.416,-12.307093,7.819467,0.231920
2026-02-06 11:32:37.228,473573.100000,33.543401800,73.177823480,413.419,-12.419203,7.790388,0.150740
2026-02-06 11:32:37.358,473573.200000,33.543390670,73.177832790,413.689,-12.424190,7.791691,0.012407
2026-02-06 11:32:37.419,473573.300000,33.543379300,73.177840300,413.593,-12.331977,7.743876,-0.379865
2026-02-06 11:32:37.485,473573.400000,33.543368110,73.177849260,413.369,-12.555005,7.897435,-0.158350
2026-02-06 11:32:37.612,473573.500000,33.543356590,73.177858320,413.650,-12.378179,7.983032,-0.543696
2026-02-06 11:32:37.741,473573.600000,33.543338820,73.177866560,411.751,-12.448073,7.895655,0.284007
2026-02-06 11:32:37.877,473573.700000,33.543333280,73.177875420,413.608,-12.238998,7.946479,-0.270413
2026-02-06 11:32:38.010,473573.900000,33.543311800,73.177893600,413.253,-12.447759,7.898104,-0.065824
2026-02-06 11:32:38.130,473574.000000,33.543297130,73.177902670,414.297,-12.512368,7.975484,-0.307928
2026-02-06 11:32:38.243,473574.100000,33.543291240,73.177913040,413.630,-12.341277,7.945127,0.147917
2026-02-06 11:32:38.403,473574.300000,33.543264750,73.177927300,414.344,-12.152617,8.036441,-0.449282
2026-02-06 11:32:38.527,473574.400000,33.543254580,73.177933770,413.427,-12.399306,7.872339,-0.409522
2026-02-06 11:32:38.657,473574.500000,33.543243520,73.177936140,413.040,-12.317307,8.016877,-0.120432
2026-02-06 11:32:38.783,473574.700000,33.543221080,73.177958950,413.481,-12.378860,7.843141,-0.393948
2026-02-06 11:32:38.914,473574.800000,33.543211280,73.177969360,413.533,-12.422854,7.865542,-0.250158
2026-02-06 11:32:39.036,473574.900000,33.543198810,73.177976510,413.974,-12.523395,7.955238,-0.167824
2026-02-06 11:32:39.077,473575.000000,33.543186420,73.177989040,415.175,-12.495259,7.843124,0.040671
2026-02-06 11:32:39.290,473575.200000,33.543163800,73.178001790,414.206,-12.503197,7.791027,-0.111326
2026-02-06 11:32:39.420,473575.300000,33.543153040,73.178010430,414.177,-12.629223,7.905784,-0.150285
2026-02-06 11:32:39.567,473575.400000,33.543141560,73.178019340,414.216,-12.539088,7.794429,-0.240770
2026-02-06 11:32:39.692,473575.600000,33.543122460,73.178037240,415.173,-12.611142,7.942877,-0.255117
2026-02-06 11:32:39.803,473575.700000,33.543108430,73.178046540,414.271,-12.586190,7.842610,-0.340003
2026-02-06 11:32:39.884,473575.800000,33.543096610,73.178055490,414.386,-12.432690,7.778305,0.084229
2026-02-06 11:32:40.016,473575.900000,33.543085160,73.178064170,414.444,-12.627171,7.803278,-0.004402
2026-02-06 11:32:40.157,473576.000000,33.543073940,73.178072410,414.763,-12.617215,7.754647,-0.500713
2026-02-06 11:32:40.283,473576.200000,33.543053180,73.178089600,414.227,-12.531294,7.756586,-0.396243
2026-02-06 11:32:40.404,473576.300000,33.543042220,73.178097520,414.273,-12.561256,7.751971,-0.075916
2026-02-06 11:32:40.523,473576.400000,33.543029060,73.178104470,414.308,-12.629475,7.756369,-0.472766
2026-02-06 11:32:40.608,473576.500000,33.543017890,73.178111880,414.161,-12.590000,7.728057,-0.055787
2026-02-06 11:32:40.800,473576.700000,33.542995860,73.178127830,414.004,-12.597618,7.757533,-0.146195
2026-02-06 11:32:40.900,473576.800000,33.542984170,73.178137880,414.051,-12.516614,7.825414,-0.456314
2026-02-06 11:32:41.028,473576.900000,33.542972910,73.178146620,413.876,-12.729044,7.787730,-0.437396
2026-02-06 11:32:41.139,473577.000000,33.542961160,73.178155080,413.807,-12.593453,7.754294,-0.237671
2026-02-06 11:32:41.299,473577.200000,33.542937180,73.178170720,413.852,-12.698936,7.751317,-0.385361
2026-02-06 11:32:41.445,473577.300000,33.542926030,73.178178540,413.873,-12.584713,7.700258,-0.219943
2026-02-06 11:32:41.600,473577.500000,33.542903530,73.178195780,413.749,-12.727706,7.660413,-0.316286
2026-02-06 11:32:41.726,473577.600000,33.542892090,73.178202770,413.889,-12.760480,7.697207,-0.135377
2026-02-06 11:32:41.863,473577.700000,33.542881750,73.178212700,414.248,-12.581757,7.730509,-0.906973
2026-02-06 11:32:41.998,473577.900000,33.542857530,73.178228840,414.224,-12.522298,7.653229,-0.148543
2026-02-06 11:32:42.133,473578.000000,33.542847190,73.178236110,414.067,-12.512539,7.685659,-0.242031
2026-02-06 11:32:42.264,473578.100000,33.542834980,73.178244220,414.245,-12.710505,7.705364,-0.400585
2026-02-06 11:32:42.403,473578.300000,33.542812640,73.178262360,414.517,-12.531086,7.707235,-0.444982
2026-02-06 11:32:42.533,473578.400000,33.542801900,73.178271320,414.374,-12.593634,7.593162,-0.193540
2026-02-06 11:32:42.665,473578.500000,33.542790600,73.178278900,414.552,-12.474568,7.682937,-0.317890
2026-02-06 11:32:42.786,473578.700000,33.542767660,73.178295800,414.732,-12.539901,7.759151,-0.336616
2026-02-06 11:32:42.982,473578.900000,33.542745320,73.178312210,415.006,-12.495906,7.501050,-0.626647
2026-02-06 11:32:43.102,473579.000000,33.542734930,73.178320420,415.316,-12.491106,7.561141,-0.413439
2026-02-06 11:32:43.196,473579.100000,33.542723430,73.178328070,415.362,-12.632369,7.586225,-0.391134
2026-02-06 11:32:43.318,473579.200000,33.542712330,73.178335440,415.372,-12.580435,7.579345,-0.729726
2026-02-06 11:32:43.489,473579.400000,33.542690530,73.178351500,415.795,-12.353655,7.641451,-0.661946
2026-02-06 11:32:43.611,473579.500000,33.542679610,73.178357840,416.261,-12.399882,7.711973,-1.087046
2026-02-06 11:32:43.758,473579.600000,33.542668400,73.178365670,416.554,-12.561875,7.516989,-1.063663
2026-02-06 11:32:43.895,473579.800000,33.542646190,73.178380190,417.201,-12.375149,7.508902,-1.044504
2026-02-06 11:32:44.025,473579.900000,33.542634890,73.178389780,417.236,-12.389290,7.606208,-0.834891
2026-02-06 11:32:44.160,473580.000000,33.542623880,73.178398610,417.143,-12.461341,7.614649,-0.862378
2026-02-06 11:32:44.300,473580.200000,33.542601720,73.178413940,417.136,-12.276048,7.668149,-0.684453
2026-02-06 11:32:44.459,473580.300000,33.542593420,73.178424700,416.955,-12.651934,7.438729,-0.691606
2026-02-06 11:32:44.584,473580.400000,33.542579930,73.178432330,416.997,-12.673649,7.655616,-0.379293
2026-02-06 11:32:44.876,473580.700000,33.542546660,73.178455920,416.856,-12.187533,7.788951,0.061396
2026-02-06 11:32:45.011,473580.900000,33.542525540,73.178471710,417.113,-12.606258,7.616620,-0.445448
2026-02-06 11:32:45.149,473581.000000,33.542511620,73.178477790,417.019,-12.246936,7.975803,0.059648
2026-02-06 11:32:45.264,473581.100000,33.542500550,73.178486580,416.946,-12.402618,7.669800,-0.656858
2026-02-06 11:32:45.398,473581.300000,33.542478740,73.178504500,417.287,-12.079392,7.752713,-0.260924
2026-02-06 11:32:45.470,473581.400000,33.542466420,73.178513480,417.231,-12.246419,7.701102,-0.462638
2026-02-06 11:32:45.583,473581.500000,33.542455790,73.178522430,417.260,-12.295116,7.654152,-0.126398
2026-02-06 11:32:45.697,473581.600000,33.542445710,73.178530650,417.098,-12.017332,7.637137,-0.438587
2026-02-06 11:32:45.809,473581.700000,33.542433580,73.178538100,417.102,-12.189172,7.477391,-0.519633
2026-02-06 11:32:45.947,473581.800000,33.542421730,73.178548670,417.822,-12.255079,7.678722,-0.170157
2026-02-06 11:32:46.010,473581.900000,33.542411060,73.178553670,416.924,-12.111694,7.777280,-0.504419
2026-02-06 11:32:46.077,473582.000000,33.542401270,73.178563510,416.729,-12.199808,7.698135,-0.313893
2026-02-06 11:32:46.189,473582.100000,33.542389780,73.178571230,416.393,-12.096361,7.674700,-0.411961
2026-02-06 11:32:46.314,473582.200000,33.542378370,73.178579910,416.282,-12.081475,7.668755,-0.398633
2026-02-06 11:32:46.457,473582.300000,33.542366940,73.178588060,416.102,-12.128090,7.592458,-0.106145
2026-02-06 11:32:46.587,473582.500000,33.542344770,73.178604870,416.301,-12.168228,7.602676,-0.587621
2026-02-06 11:32:46.702,473582.600000,33.542334420,73.178613590,416.558,-12.107832,7.705168,0.152345
2026-02-06 11:32:46.823,473582.700000,33.542322250,73.178622940,417.204,-12.067925,7.613542,-0.501933
2026-02-06 11:32:46.950,473582.800000,33.542312610,73.178630700,416.883,-12.047225,7.600225,-0.671120
2026-02-06 11:32:47.083,473583.000000,33.542291750,73.178648220,417.021,-12.134057,7.466281,-0.358267
2026-02-06 11:32:47.192,473583.100000,33.542280020,73.178655480,417.384,-12.067937,7.674761,-0.090288
2026-02-06 11:32:47.315,473583.200000,33.542269930,73.178664290,416.748,-12.037101,7.514158,-0.383726
2026-02-06 11:32:47.442,473583.300000,33.542254340,73.178672970,414.821,-11.942775,7.541902,-0.669785
2026-02-06 11:32:47.570,473583.400000,33.542249330,73.178680280,416.775,-11.838498,7.438451,-0.575348
2026-02-06 11:32:47.683,473583.500000,33.542237600,73.178688060,416.939,-12.128541,7.497412,-0.338777
2026-02-06 11:32:47.806,473583.700000,33.542208320,73.178706050,413.851,-11.838849,7.518867,-0.802959
2026-02-06 11:32:47.898,473583.800000,33.542204690,73.178713110,417.024,-11.769026,7.513852,-0.658100
2026-02-06 11:32:48.039,473583.900000,33.542194900,73.178720500,417.141,-11.830531,7.567419,-0.825689
2026-02-06 11:32:48.169,473584.000000,33.542183300,73.178722960,417.228,-11.874521,7.409051,-0.426911
2026-02-06 11:32:48.292,473584.200000,33.542162230,73.178745400,417.310,-11.875813,7.426840,-0.213059
2026-02-06 11:32:48.430,473584.300000,33.542150860,73.178752890,417.060,-11.867866,7.438301,-0.333589
2026-02-06 11:32:48.561,473584.400000,33.542140980,73.178761170,417.083,-11.932717,7.360417,-0.478399
2026-02-06 11:32:48.664,473584.500000,33.542130300,73.178768800,417.113,-11.828547,7.322255,-0.530144
2026-02-06 11:32:48.729,473584.600000,33.542118980,73.178777090,417.311,-11.875235,7.448197,-0.529785
2026-02-06 11:32:48.877,473584.700000,33.542107790,73.178784880,417.486,-11.814556,7.259439,-0.375639
2026-02-06 11:32:49.004,473584.900000,33.542087100,73.178800780,417.548,-11.707979,7.307186,-0.482258
2026-02-06 11:32:49.119,473585.000000,33.542078740,73.178807020,419.808,-11.847893,7.294786,-0.592976
2026-02-06 11:32:49.257,473585.100000,33.542066780,73.178816520,417.684,-11.746893,7.362298,-0.694958
2026-02-06 11:32:49.395,473585.300000,33.542044750,73.178831470,417.965,-11.710195,7.366707,-0.832617
2026-02-06 11:32:49.511,473585.400000,33.542034720,73.178839300,418.073,-11.687488,7.172291,-0.987702
2026-02-06 11:32:49.644,473585.500000,33.542023610,73.178847580,418.094,-11.717035,7.322885,-0.566892
2026-02-06 11:32:49.790,473585.700000,33.542002390,73.178863290,417.960,-11.776236,7.276869,-0.511996
2026-02-06 11:32:49.922,473585.800000,33.541991890,73.178871180,418.064,-11.380075,7.149088,-0.898604
2026-02-06 11:32:50.038,473585.900000,33.541981390,73.178878700,417.913,-11.906708,7.116963,-0.250669
2026-02-06 11:32:50.130,473586.000000,33.541971120,73.178886600,417.930,-12.006226,7.113562,-0.584644
2026-02-06 11:32:50.281,473586.200000,33.541949980,73.178901540,417.885,-11.939513,7.126867,-0.107348
2026-02-06 11:32:50.407,473586.300000,33.541937680,73.178908370,418.712,-11.735547,7.174564,0.233932
2026-02-06 11:32:50.497,473586.400000,33.541925210,73.178917220,420.246,-11.697921,7.029454,-0.680940
2026-02-06 11:32:50.616,473586.500000,33.541916360,73.178923690,419.141,-11.721247,7.235300,0.076135
2026-02-06 11:32:50.685,473586.600000,33.541905040,73.178932210,419.744,-11.757892,6.979509,-1.174848
2026-02-06 11:32:50.798,473586.700000,33.541894500,73.178938410,419.448,-11.782084,7.162175,-0.355042
2026-02-06 11:32:50.926,473586.800000,33.541884040,73.178946130,419.507,-11.674275,6.978922,-0.366118
2026-02-06 11:32:50.989,473586.900000,33.541873900,73.178953170,419.352,-11.669821,6.922199,-0.291532
2026-02-06 11:32:51.178,473587.100000,33.541848550,73.178970360,420.888,-11.851649,7.328059,-0.083864
2026-02-06 11:32:51.299,473587.200000,33.541841000,73.178975620,419.534,-11.852923,6.973110,-0.905251
2026-02-06 11:32:51.406,473587.300000,33.541832100,73.178983120,419.710,-11.979049,6.821641,-0.872724
2026-02-06 11:32:51.554,473587.400000,33.541822840,73.178990020,419.682,-11.487882,6.983024,-0.727911
2026-02-06 11:32:51.678,473587.500000,33.541814380,73.178996610,419.517,-11.596110,7.018686,-0.748312
2026-02-06 11:32:51.804,473587.700000,33.541791790,73.179012310,418.137,-11.638388,6.766305,-0.663729
2026-02-06 11:32:51.930,473587.800000,33.541775840,73.179018120,419.124,-11.253804,7.305690,-1.079666
2026-02-06 11:32:52.028,473587.900000,33.541765270,73.179026580,417.961,-11.789259,6.908880,-0.399467
2026-02-06 11:32:52.122,473588.000000,33.541753330,73.179035530,418.472,-11.577723,6.439836,-0.955272
2026-02-06 11:32:52.250,473588.100000,33.541742200,73.179040080,416.228,-11.811101,7.177527,-0.289838
2026-02-06 11:32:52.379,473588.200000,33.541736380,73.179052270,418.712,-11.453280,6.768737,-0.797723
2026-02-06 11:32:52.487,473588.400000,33.541711790,73.179066800,416.161,-11.505606,6.905737,-0.613901
2026-02-06 11:32:52.612,473588.500000,33.541702930,73.179074890,416.458,-11.512789,6.857251,-0.524344
2026-02-06 11:32:52.722,473588.600000,33.541691000,73.179082310,416.951,-11.661743,6.872283,-0.358934
2026-02-06 11:32:52.845,473588.700000,33.541684490,73.179097030,415.964,-11.448438,6.905661,0.043199
2026-02-06 11:32:52.966,473588.800000,33.541670240,73.179096820,417.246,-11.707615,6.734514,-0.557400
2026-02-06 11:32:53.100,473589.000000,33.541653720,73.179113030,417.576,-11.508084,6.559494,-0.113016
2026-02-06 11:32:53.216,473589.100000,33.541643080,73.179118830,416.814,-11.874263,6.988219,-1.051242
2026-02-06 11:32:53.328,473589.200000,33.541634420,73.179132070,416.845,-11.487506,7.034959,0.232131
2026-02-06 11:32:53.457,473589.300000,33.541621480,73.179141680,417.893,-11.526465,6.812552,-0.384235
2026-02-06 11:32:53.582,473589.400000,33.541614450,73.179146910,416.728,-11.539304,6.657216,-0.259171
2026-02-06 11:32:53.629,473589.500000,33.541604890,73.179154190,416.565,-11.680411,6.603696,-0.135860
2026-02-06 11:32:53.691,473589.600000,33.541594300,73.179161600,416.792,-11.362216,6.659832,-0.272751
2026-02-06 11:32:53.774,473589.700000,33.541584510,73.179168830,416.695,-11.588916,6.632812,-0.538044
2026-02-06 11:32:53.980,473589.900000,33.541564570,73.179184590,416.346,-11.626742,6.606638,-0.452193
2026-02-06 11:32:54.114,473590.000000,33.541554510,73.179192030,416.543,-11.515657,6.847533,-0.818520
2026-02-06 11:32:54.245,473590.100000,33.541542850,73.179198810,416.482,-11.476844,6.720765,-0.587322
2026-02-06 11:32:54.375,473590.200000,33.541528380,73.179208670,416.328,-11.453692,6.641657,-0.724990
2026-02-06 11:32:54.521,473590.400000,33.541506390,73.179222320,416.183,-11.458328,6.696702,-0.811859
2026-02-06 11:32:54.642,473590.500000,33.541499720,73.179228380,415.873,-11.485864,6.554011,-0.517368
2026-02-06 11:32:54.742,473590.600000,33.541489450,73.179235010,416.289,-11.444873,6.666596,-0.503889
2026-02-06 11:32:54.840,473590.700000,33.541480460,73.179242580,416.274,-11.616501,6.575969,0.072602
2026-02-06 11:32:54.959,473590.800000,33.541469530,73.179248290,416.467,-11.663504,6.725929,-0.897493
2026-02-06 11:32:55.079,473590.900000,33.541459880,73.179254530,416.428,-11.365482,6.664857,-0.681183
2026-02-06 11:32:55.197,473591.100000,33.541437870,73.179270670,416.056,-11.799035,6.328136,-0.550556
2026-02-06 11:32:55.316,473591.200000,33.541427370,73.179278070,416.031,-11.483247,6.568338,-0.414691
2026-02-06 11:32:55.449,473591.300000,33.541416030,73.179284380,416.459,-11.315556,6.822134,-0.280262
2026-02-06 11:32:55.547,473591.400000,33.541407080,73.179292120,416.355,-11.563103,6.555242,-0.433179
2026-02-06 11:32:55.664,473591.500000,33.541396690,73.179298860,416.462,-11.506122,6.698262,-0.171416
2026-02-06 11:32:55.807,473591.700000,33.541375380,73.179310550,416.428,-11.371899,6.506831,-0.291005
2026-02-06 11:32:55.936,473591.800000,33.541362980,73.179317290,416.369,-11.401311,6.418158,-0.277152
2026-02-06 11:32:56.062,473591.900000,33.541353570,73.179327890,416.722,-11.445166,6.553541,-0.630469
2026-02-06 11:32:56.187,473592.100000,33.541332910,73.179341360,416.872,-11.643580,6.145311,-0.707432
2026-02-06 11:32:56.289,473592.200000,33.541323310,73.179348710,416.501,-11.363575,6.528586,-0.243607
2026-02-06 11:32:56.418,473592.300000,33.541314040,73.179354490,415.877,-11.370362,6.469011,-0.560619
2026-02-06 11:32:56.508,473592.400000,33.541304890,73.179359870,416.223,-11.209064,6.579907,-0.035321
2026-02-06 11:32:56.593,473592.500000,33.541293860,73.179368100,416.072,-11.394909,6.604988,-0.896855
2026-02-06 11:32:56.748,473592.600000,33.541283050,73.179375130,416.728,-11.488122,6.445375,0.093279
2026-02-06 11:32:56.874,473592.800000,33.541263120,73.179389480,416.729,-11.497997,6.381149,-0.006982
2026-02-06 11:32:57.012,473592.900000,33.541251950,73.179397450,417.107,-11.589914,6.405824,-0.487753
2026-02-06 11:32:57.111,473593.000000,33.541241090,73.179404220,417.411,-11.442909,6.267111,-0.267810
2026-02-06 11:32:57.223,473593.100000,33.541221230,73.179422110,421.178,-11.843259,6.114118,-0.213522
2026-02-06 11:32:57.333,473593.200000,33.541220280,73.179418380,416.960,-11.496836,6.433507,-0.227609
2026-02-06 11:32:57.456,473593.300000,33.541209850,73.179426380,417.210,-11.511059,6.353522,-0.293492
2026-02-06 11:32:57.575,473593.400000,33.541198660,73.179433290,417.609,-11.507872,6.081259,-0.729129
2026-02-06 11:32:57.700,473593.600000,33.541178740,73.179445660,417.479,-11.687016,6.287156,-0.581976
